Mod:Item:MetaData, Localized Name
gregtech:gt.meta.toolHeadHammer:8355, oredict.toolHeadHammerInfusedWater.name
gregtech:gt.meta.toolHeadHammer:8356, oredict.toolHeadHammerInfusedEntropy.name
gregtech:gt.meta.toolHeadHammer:8357, oredict.toolHeadHammerInfusedOrder.name
gregtech:gt.meta.toolHeadHammer:8500, oredict.toolHeadHammerStone.name
gregtech:gt.meta.toolHeadHammer:8503, oredict.toolHeadHammerNetherBrick.name
gregtech:gt.meta.toolHeadHammer:8505, oredict.toolHeadHammerBasalt.name
gregtech:gt.meta.toolHeadHammer:8506, oredict.toolHeadHammerMarble.name
gregtech:gt.meta.toolHeadHammer:8507, oredict.toolHeadHammerGraniteRed.name
gregtech:gt.meta.toolHeadHammer:8508, oredict.toolHeadHammerGraniteBlack.name
gregtech:gt.meta.toolHeadHammer:8509, oredict.toolHeadHammerRedrock.name
gregtech:gt.meta.toolHeadHammer:8511, oredict.toolHeadHammerDiorite.name
gregtech:gt.meta.toolHeadHammer:8599, oredict.toolHeadHammerBedrock.name
gregtech:gt.meta.toolHeadHammer:8600, oredict.toolHeadHammerElectrum.name
gregtech:gt.meta.toolHeadHammer:8601, oredict.toolHeadHammerSterlingSilver.name
gregtech:gt.meta.toolHeadHammer:8602, oredict.toolHeadHammerRoseGold.name
gregtech:gt.meta.toolHeadHammer:8603, oredict.toolHeadHammerAngmallen.name
gregtech:gt.meta.toolHeadHammer:8606, oredict.toolHeadHammerGildedIron.name
gregtech:gt.meta.toolHeadHammer:8610, oredict.toolHeadHammerBronze.name
gregtech:gt.meta.toolHeadHammer:8611, oredict.toolHeadHammerBlackBronze.name
gregtech:gt.meta.toolHeadHammer:8612, oredict.toolHeadHammerBismuthBronze.name
gregtech:gt.meta.toolHeadHammer:8613, oredict.toolHeadHammerHepatizon.name
gregtech:gt.meta.toolHeadHammer:8620, oredict.toolHeadHammerBrass.name
gregtech:gt.meta.toolHeadHammer:8621, oredict.toolHeadHammerCobaltBrass.name
gregtech:gt.meta.toolHeadHammer:8622, oredict.toolHeadHammerAluminiumAlloy.name
gregtech:gt.meta.toolHeadHammer:8630, oredict.toolHeadHammerSteel.name
gregtech:gt.meta.toolHeadHammer:8631, oredict.toolHeadHammerBlackSteel.name
gregtech:gt.meta.toolHeadHammer:8632, oredict.toolHeadHammerRedSteel.name
gregtech:gt.meta.toolHeadHammer:8633, oredict.toolHeadHammerBlueSteel.name
gregtech:gt.meta.toolHeadHammer:8634, oredict.toolHeadHammerDamascusSteel.name
gregtech:gt.meta.toolHeadHammer:8635, oredict.toolHeadHammerTungstensteel.name
gregtech:gt.meta.toolHeadHammer:8636, oredict.toolHeadHammerStainlessSteel.name
gregtech:gt.meta.toolHeadHammer:8637, oredict.toolHeadHammerHSLASteel.name
gregtech:gt.meta.toolHeadHammer:8638, oredict.toolHeadHammerTungstenCarbide.name
gregtech:gt.meta.toolHeadHammer:8639, oredict.toolHeadHammerHSLASpringSteel.name
gregtech:gt.meta.toolHeadHammer:8641, oredict.toolHeadHammerDeepIron.name
gregtech:gt.meta.toolHeadHammer:8642, oredict.toolHeadHammerPigIron.name
gregtech:gt.meta.toolHeadHammer:8643, oredict.toolHeadHammerWroughtIron.name
gregtech:gt.meta.toolHeadHammer:8644, oredict.toolHeadHammerIronCompressed.name
gregtech:gt.meta.toolHeadHammer:8645, oredict.toolHeadHammerIronMagnetic.name
gregtech:gt.meta.toolHeadHammer:8646, oredict.toolHeadHammerSteelMagnetic.name
gregtech:gt.meta.toolHeadHammer:8647, oredict.toolHeadHammerNeodymiumMagnetic.name
gregtech:gt.meta.toolHeadHammer:8648, oredict.toolHeadHammerDarkIron.name
gregtech:gt.meta.toolHeadHammer:8649, oredict.toolHeadHammerMeteoricIron.name
gregtech:gt.meta.toolHeadHammer:8650, oredict.toolHeadHammerMeteoricSteel.name
gregtech:gt.meta.toolHeadHammer:8651, oredict.toolHeadHammerSteelGalvanized.name
gregtech:gt.meta.toolHeadHammer:8661, oredict.toolHeadHammerInvar.name
gregtech:gt.meta.toolHeadHammer:8662, oredict.toolHeadHammerCupronickel.name
gregtech:gt.meta.toolHeadHammer:8663, oredict.toolHeadHammerNichrome.name
gregtech:gt.meta.toolHeadHammer:8664, oredict.toolHeadHammerKanthal.name
gregtech:gt.meta.toolHeadHammer:8665, oredict.toolHeadHammerMagnalium.name
gregtech:gt.meta.toolHeadHammer:8666, oredict.toolHeadHammerUltimet.name
gregtech:gt.meta.toolHeadHammer:8667, oredict.toolHeadHammerTinAlloy.name
gregtech:gt.meta.toolHeadHammer:8670, oredict.toolHeadHammerShadowIron.name
gregtech:gt.meta.toolHeadHammer:8671, oredict.toolHeadHammerShadowSteel.name
gregtech:gt.meta.toolHeadHammer:8672, oredict.toolHeadHammerIronWood.name
gregtech:gt.meta.toolHeadHammer:8673, oredict.toolHeadHammerSteeleaf.name
gregtech:gt.meta.toolHeadHammer:8674, oredict.toolHeadHammerKnightmetal.name
gregtech:gt.meta.toolHeadHammer:8675, oredict.toolHeadHammerFierySteel.name
gregtech:gt.meta.toolHeadHammer:8676, oredict.toolHeadHammerAstralSilver.name
gregtech:gt.meta.toolHeadHammer:8677, oredict.toolHeadHammerMidasium.name
gregtech:gt.meta.toolHeadHammer:8678, oredict.toolHeadHammerMithril.name
gregtech:gt.meta.toolHeadHammer:8679, oredict.toolHeadHammerThaumium.name
gregtech:gt.meta.toolHeadHammer:8680, oredict.toolHeadHammerDarkThaumium.name
gregtech:gt.meta.toolHeadHammer:8681, oredict.toolHeadHammerVoidMetal.name
gregtech:gt.meta.toolHeadHammer:8682, oredict.toolHeadHammerOsmiridium.name
gregtech:gt.meta.toolHeadHammer:8684, oredict.toolHeadHammerTrinaquadalloy.name
gregtech:gt.meta.toolHeadHammer:8685, oredict.toolHeadHammerChromiumDioxide.name
gregtech:gt.meta.toolHeadHammer:8700, oredict.toolHeadHammerAluminiumBrass.name
gregtech:gt.meta.toolHeadHammer:8701, oredict.toolHeadHammerAredrite.name
gregtech:gt.meta.toolHeadHammer:8703, oredict.toolHeadHammerManyullyn.name
gregtech:gt.meta.toolHeadHammer:8704, oredict.toolHeadHammerVibraniumSteel.name
gregtech:gt.meta.toolHeadHammer:8705, oredict.toolHeadHammerVibraniumSilver.name
gregtech:gt.meta.toolHeadHammer:8706, oredict.toolHeadHammerVibramantium.name
gregtech:gt.meta.toolHeadHammer:8707, oredict.toolHeadHammerArdite.name
gregtech:gt.meta.toolHeadHammer:8710, oredict.toolHeadHammerEnderium.name
gregtech:gt.meta.toolHeadHammer:8711, oredict.toolHeadHammerElectrumFlux.name
gregtech:gt.meta.toolHeadHammer:8718, oredict.toolHeadHammerBedrockHSLAAlloy.name
gregtech:gt.meta.toolHeadHammer:8725, oredict.toolHeadHammerPulsatingIron.name
gregtech:gt.meta.toolHeadHammer:8726, oredict.toolHeadHammerVibrantAlloy.name
gregtech:gt.meta.toolHeadHammer:8727, oredict.toolHeadHammerConductiveIron.name
gregtech:gt.meta.toolHeadHammer:8728, oredict.toolHeadHammerEnergeticAlloy.name
gregtech:gt.meta.toolHeadHammer:8730, oredict.toolHeadHammerElectricalSteel.name
gregtech:gt.meta.toolHeadHammer:8731, oredict.toolHeadHammerDarkSteel.name
gregtech:gt.meta.toolHeadHammer:8732, oredict.toolHeadHammerSoularium.name
gregtech:gt.meta.toolHeadHammer:8750, oredict.toolHeadHammerDesh.name
gregtech:gt.meta.toolHeadHammer:8751, oredict.toolHeadHammerDuranium.name
gregtech:gt.meta.toolHeadHammer:8752, oredict.toolHeadHammerTritanium.name
gregtech:gt.meta.toolHeadHammer:8765, oredict.toolHeadHammerCeruclase.name
gregtech:gt.meta.toolHeadHammer:8766, oredict.toolHeadHammerAtlarus.name
gregtech:gt.meta.toolHeadHammer:8767, oredict.toolHeadHammerOureclase.name
gregtech:gt.meta.toolHeadHammer:8768, oredict.toolHeadHammerKalendrite.name
gregtech:gt.meta.toolHeadHammer:8769, oredict.toolHeadHammerOrichalcum.name
gregtech:gt.meta.toolHeadHammer:8770, oredict.toolHeadHammerCarmot.name
gregtech:gt.meta.toolHeadHammer:8771, oredict.toolHeadHammerSanguinite.name
gregtech:gt.meta.toolHeadHammer:8772, oredict.toolHeadHammerVyroxeres.name
gregtech:gt.meta.toolHeadHammer:8773, oredict.toolHeadHammerEximite.name
gregtech:gt.meta.toolHeadHammer:8774, oredict.toolHeadHammerPrometheum.name
gregtech:gt.meta.toolHeadHammer:8775, oredict.toolHeadHammerIgnatius.name
gregtech:gt.meta.toolHeadHammer:8776, oredict.toolHeadHammerVulcanite.name
gregtech:gt.meta.toolHeadHammer:8777, oredict.toolHeadHammerInolashite.name
gregtech:gt.meta.toolHeadHammer:8778, oredict.toolHeadHammerHaderoth.name
gregtech:gt.meta.toolHeadHammer:8779, oredict.toolHeadHammerCelenegil.name
gregtech:gt.meta.toolHeadHammer:8781, oredict.toolHeadHammerDesichalkos.name
gregtech:gt.meta.toolHeadHammer:8782, oredict.toolHeadHammerTartarite.name
gregtech:gt.meta.toolHeadHammer:8783, oredict.toolHeadHammerAmordrine.name
gregtech:gt.meta.toolHeadHammer:8790, oredict.toolHeadHammerTrinitanium.name
gregtech:gt.meta.toolHeadHammer:9101, oredict.toolHeadHammerAlmandine.name
gregtech:gt.meta.toolHeadHammer:9102, oredict.toolHeadHammerAndradite.name
gregtech:gt.meta.toolHeadHammer:9119, oredict.toolHeadHammerGrossular.name
gregtech:gt.meta.toolHeadHammer:9127, oredict.toolHeadHammerPyrope.name
gregtech:gt.meta.toolHeadHammer:9129, oredict.toolHeadHammerSpessartine.name
gregtech:gt.meta.toolHeadHammer:9135, oredict.toolHeadHammerUvarovite.name
gregtech:gt.meta.toolHeadHammer:9170, oredict.toolHeadHammerGneiss.name
gregtech:gt.meta.toolHeadHammer:9171, oredict.toolHeadHammerGreenschist.name
gregtech:gt.meta.toolHeadHammer:9173, oredict.toolHeadHammerGreywacke.name
gregtech:gt.meta.toolHeadHammer:9176, oredict.toolHeadHammerGabbro.name
gregtech:gt.meta.toolHeadHammer:9177, oredict.toolHeadHammerKomatiite.name
gregtech:gt.meta.toolHeadHammer:9179, oredict.toolHeadHammerRhyolite.name
gregtech:gt.meta.toolHeadHammer:9180, oredict.toolHeadHammerQuartzite.name
gregtech:gt.meta.toolHeadHammer:9181, oredict.toolHeadHammerMigmatite.name
gregtech:gt.meta.toolHeadHammer:9184, oredict.toolHeadHammerBlueschist.name
gregtech:gt.meta.toolHeadHammer:9187, oredict.toolHeadHammerDacite.name
gregtech:gt.meta.toolHeadHammer:9188, oredict.toolHeadHammerAndesite.name
gregtech:gt.meta.toolHeadHammer:9189, oredict.toolHeadHammerLimestone.name
gregtech:gt.meta.toolHeadHammer:9191, oredict.toolHeadHammerEclogite.name
gregtech:gt.meta.toolHeadFile:40, oredict.toolHeadFileBeryllium.name
gregtech:gt.meta.toolHeadFile:130, oredict.toolHeadFileAluminium.name
gregtech:gt.meta.toolHeadFile:220, oredict.toolHeadFileTitanium.name
gregtech:gt.meta.toolHeadFile:240, oredict.toolHeadFileChromium.name
gregtech:gt.meta.toolHeadFile:250, oredict.toolHeadFileManganese.name
gregtech:gt.meta.toolHeadFile:260, oredict.toolHeadFileIron.name
gregtech:gt.meta.toolHeadFile:270, oredict.toolHeadFileCobalt.name
gregtech:gt.meta.toolHeadFile:278, oredict.toolHeadFileCobalt60.name
gregtech:gt.meta.toolHeadFile:280, oredict.toolHeadFileNickel.name
gregtech:gt.meta.toolHeadFile:290, oredict.toolHeadFileCopper.name
gregtech:gt.meta.toolHeadFile:420, oredict.toolHeadFileMolybdenum.name
gregtech:gt.meta.toolHeadFile:460, oredict.toolHeadFilePalladium.name
gregtech:gt.meta.toolHeadFile:470, oredict.toolHeadFileSilver.name
gregtech:gt.meta.toolHeadFile:600, oredict.toolHeadFileNeodymium.name
gregtech:gt.meta.toolHeadFile:740, oredict.toolHeadFileTungsten.name
gregtech:gt.meta.toolHeadFile:760, oredict.toolHeadFileOsmium.name
gregtech:gt.meta.toolHeadFile:770, oredict.toolHeadFileIridium.name
gregtech:gt.meta.toolHeadFile:780, oredict.toolHeadFilePlatinum.name
gregtech:gt.meta.toolHeadFile:790, oredict.toolHeadFileGold.name
gregtech:gt.meta.toolHeadFile:820, oredict.toolHeadFileLead.name
gregtech:gt.meta.toolHeadFile:830, oredict.toolHeadFileBismuth.name
gregtech:gt.meta.toolHeadFile:900, oredict.toolHeadFileThorium.name
gregtech:gt.meta.toolHeadFile:920, oredict.toolHeadFileUranium.name
gregtech:gt.meta.toolHeadFile:921, oredict.toolHeadFileUranium235.name
gregtech:gt.meta.toolHeadFile:940, oredict.toolHeadFilePlutonium.name
gregtech:gt.meta.toolHeadFile:943, oredict.toolHeadFilePlutonium241.name
gregtech:gt.meta.toolHeadFile:945, oredict.toolHeadFilePlutonium243.name
gregtech:gt.meta.toolHeadFile:950, oredict.toolHeadFileAmericium.name
gregtech:gt.meta.toolHeadFile:951, oredict.toolHeadFileAmericium241.name
gregtech:gt.meta.toolHeadFile:1260, oredict.toolHeadFileTrinium.name
gregtech:gt.meta.toolHeadFile:1520, oredict.toolHeadFileVibranium.name
gregtech:gt.meta.toolHeadFile:1740, oredict.toolHeadFileNaquadah.name
gregtech:gt.meta.toolHeadFile:1741, oredict.toolHeadFileNaquadahEnriched.name
gregtech:gt.meta.toolHeadFile:1742, oredict.toolHeadFileNaquadria.name
gregtech:gt.meta.toolHeadFile:2220, oredict.toolHeadFileAdamantium.name
gregtech:gt.meta.toolHeadFile:8300, oredict.toolHeadFileDiamond.name
gregtech:gt.meta.toolHeadFile:8301, oredict.toolHeadFileEmerald.name
gregtech:gt.meta.toolHeadFile:8302, oredict.toolHeadFileRuby.name
gregtech:gt.meta.toolHeadFile:8303, oredict.toolHeadFileBalasRuby.name
gregtech:gt.meta.toolHeadFile:8304, oredict.toolHeadFileSapphire.name
gregtech:gt.meta.toolHeadFile:8305, oredict.toolHeadFileGreenSapphire.name
gregtech:gt.meta.toolHeadFile:8306, oredict.toolHeadFileTopaz.name
gregtech:gt.meta.toolHeadFile:8307, oredict.toolHeadFileBlueTopaz.name
gregtech:gt.meta.toolHeadFile:8308, oredict.toolHeadFileTanzanite.name
gregtech:gt.meta.toolHeadFile:8309, oredict.toolHeadFileJasper.name
gregtech:gt.meta.toolHeadFile:8310, oredict.toolHeadFileAmber.name
gregtech:gt.meta.toolHeadFile:8311, oredict.toolHeadFileOlivine.name
gregtech:gt.meta.toolHeadFile:8312, oredict.toolHeadFileOpal.name
gregtech:gt.meta.toolHeadFile:8313, oredict.toolHeadFileAmethyst.name
gregtech:gt.meta.toolHeadFile:8314, oredict.toolHeadFileOrangeSapphire.name
gregtech:gt.meta.toolHeadFile:8315, oredict.toolHeadFileYellowSapphire.name
gregtech:gt.meta.toolHeadFile:8316, oredict.toolHeadFileVinteum.name
gregtech:gt.meta.toolHeadFile:8320, oredict.toolHeadFileNetherStar.name
gregtech:gt.meta.toolHeadFile:8322, oredict.toolHeadFileCraponite.name
gregtech:gt.meta.toolHeadFile:8323, oredict.toolHeadFileAquamarine.name
gregtech:gt.meta.toolHeadFile:8324, oredict.toolHeadFileMorganite.name
gregtech:gt.meta.toolHeadFile:8325, oredict.toolHeadFileDioptase.name
gregtech:gt.meta.toolHeadFile:8326, oredict.toolHeadFileSpinel.name
gregtech:gt.meta.toolHeadFile:8328, oredict.toolHeadFileBlueSapphire.name
gregtech:gt.meta.toolHeadFile:8342, oredict.toolHeadFileFirestone.name
gregtech:gt.meta.toolHeadFile:8343, oredict.toolHeadFileForce.name
gregtech:gt.meta.toolHeadFile:8346, oredict.toolHeadFileNetherQuartz.name
gregtech:gt.meta.toolHeadFile:8347, oredict.toolHeadFileCertusQuartz.name
gregtech:gt.meta.toolHeadFile:8348, oredict.toolHeadFileChargedCertusQuartz.name
gregtech:gt.meta.toolHeadFile:8352, oredict.toolHeadFileInfusedAir.name
gregtech:gt.meta.toolHeadFile:8353, oredict.toolHeadFileInfusedFire.name
gregtech:gt.meta.toolHeadFile:8354, oredict.toolHeadFileInfusedEarth.name
gregtech:gt.meta.toolHeadFile:8355, oredict.toolHeadFileInfusedWater.name
gregtech:gt.meta.toolHeadFile:8356, oredict.toolHeadFileInfusedEntropy.name
gregtech:gt.meta.toolHeadFile:8357, oredict.toolHeadFileInfusedOrder.name
gregtech:gt.meta.toolHeadFile:8600, oredict.toolHeadFileElectrum.name
gregtech:gt.meta.toolHeadFile:8601, oredict.toolHeadFileSterlingSilver.name
gregtech:gt.meta.toolHeadFile:8602, oredict.toolHeadFileRoseGold.name
gregtech:gt.meta.toolHeadFile:8603, oredict.toolHeadFileAngmallen.name
gregtech:gt.meta.toolHeadFile:8606, oredict.toolHeadFileGildedIron.name
gregtech:gt.meta.toolHeadFile:8610, oredict.toolHeadFileBronze.name
gregtech:gt.meta.toolHeadFile:8611, oredict.toolHeadFileBlackBronze.name
gregtech:gt.meta.toolHeadFile:8612, oredict.toolHeadFileBismuthBronze.name
gregtech:gt.meta.toolHeadFile:8613, oredict.toolHeadFileHepatizon.name
gregtech:gt.meta.toolHeadFile:8620, oredict.toolHeadFileBrass.name
gregtech:gt.meta.toolHeadFile:8621, oredict.toolHeadFileCobaltBrass.name
gregtech:gt.meta.toolHeadFile:8622, oredict.toolHeadFileAluminiumAlloy.name
gregtech:gt.meta.toolHeadFile:8630, oredict.toolHeadFileSteel.name
gregtech:gt.meta.toolHeadFile:8631, oredict.toolHeadFileBlackSteel.name
gregtech:gt.meta.toolHeadFile:8632, oredict.toolHeadFileRedSteel.name
gregtech:gt.meta.toolHeadFile:8633, oredict.toolHeadFileBlueSteel.name
gregtech:gt.meta.toolHeadFile:8634, oredict.toolHeadFileDamascusSteel.name
gregtech:gt.meta.toolHeadFile:8635, oredict.toolHeadFileTungstensteel.name
gregtech:gt.meta.toolHeadFile:8636, oredict.toolHeadFileStainlessSteel.name
gregtech:gt.meta.toolHeadFile:8637, oredict.toolHeadFileHSLASteel.name
gregtech:gt.meta.toolHeadFile:8638, oredict.toolHeadFileTungstenCarbide.name
gregtech:gt.meta.toolHeadFile:8639, oredict.toolHeadFileHSLASpringSteel.name
gregtech:gt.meta.toolHeadFile:8640, oredict.toolHeadFileAnnealedCopper.name
gregtech:gt.meta.toolHeadFile:8641, oredict.toolHeadFileDeepIron.name
gregtech:gt.meta.toolHeadFile:8642, oredict.toolHeadFilePigIron.name
gregtech:gt.meta.toolHeadFile:8643, oredict.toolHeadFileWroughtIron.name
gregtech:gt.meta.toolHeadFile:8644, oredict.toolHeadFileIronCompressed.name
gregtech:gt.meta.toolHeadFile:8645, oredict.toolHeadFileIronMagnetic.name
gregtech:gt.meta.toolHeadFile:8646, oredict.toolHeadFileSteelMagnetic.name
gregtech:gt.meta.toolHeadFile:8647, oredict.toolHeadFileNeodymiumMagnetic.name
gregtech:gt.meta.toolHeadFile:8648, oredict.toolHeadFileDarkIron.name
gregtech:gt.meta.toolHeadFile:8649, oredict.toolHeadFileMeteoricIron.name
gregtech:gt.meta.toolHeadFile:8650, oredict.toolHeadFileMeteoricSteel.name
gregtech:gt.meta.toolHeadFile:8651, oredict.toolHeadFileSteelGalvanized.name
gregtech:gt.meta.toolHeadFile:8661, oredict.toolHeadFileInvar.name
gregtech:gt.meta.toolHeadFile:8662, oredict.toolHeadFileCupronickel.name
gregtech:gt.meta.toolHeadFile:8663, oredict.toolHeadFileNichrome.name
gregtech:gt.meta.toolHeadFile:8664, oredict.toolHeadFileKanthal.name
gregtech:gt.meta.toolHeadFile:8665, oredict.toolHeadFileMagnalium.name
gregtech:gt.meta.toolHeadFile:8666, oredict.toolHeadFileUltimet.name
gregtech:gt.meta.toolHeadFile:8667, oredict.toolHeadFileTinAlloy.name
gregtech:gt.meta.toolHeadFile:8670, oredict.toolHeadFileShadowIron.name
gregtech:gt.meta.toolHeadFile:8671, oredict.toolHeadFileShadowSteel.name
gregtech:gt.meta.toolHeadFile:8674, oredict.toolHeadFileKnightmetal.name
gregtech:gt.meta.toolHeadFile:8675, oredict.toolHeadFileFierySteel.name
gregtech:gt.meta.toolHeadFile:8676, oredict.toolHeadFileAstralSilver.name
gregtech:gt.meta.toolHeadFile:8677, oredict.toolHeadFileMidasium.name
gregtech:gt.meta.toolHeadFile:8678, oredict.toolHeadFileMithril.name
gregtech:gt.meta.toolHeadFile:8679, oredict.toolHeadFileThaumium.name
gregtech:gt.meta.toolHeadFile:8680, oredict.toolHeadFileDarkThaumium.name
gregtech:gt.meta.toolHeadFile:8681, oredict.toolHeadFileVoidMetal.name
gregtech:gt.meta.toolHeadFile:8682, oredict.toolHeadFileOsmiridium.name
gregtech:gt.meta.toolHeadFile:8684, oredict.toolHeadFileTrinaquadalloy.name
gregtech:gt.meta.toolHeadFile:8685, oredict.toolHeadFileChromiumDioxide.name
gregtech:gt.meta.toolHeadFile:8700, oredict.toolHeadFileAluminiumBrass.name
gregtech:gt.meta.toolHeadFile:8701, oredict.toolHeadFileAredrite.name
gregtech:gt.meta.toolHeadFile:8702, oredict.toolHeadFileAlumite.name
gregtech:gt.meta.toolHeadFile:8703, oredict.toolHeadFileManyullyn.name
gregtech:gt.meta.toolHeadFile:8704, oredict.toolHeadFileVibraniumSteel.name
gregtech:gt.meta.toolHeadFile:8705, oredict.toolHeadFileVibraniumSilver.name
gregtech:gt.meta.toolHeadFile:8706, oredict.toolHeadFileVibramantium.name
gregtech:gt.meta.toolHeadFile:8707, oredict.toolHeadFileArdite.name
gregtech:gt.meta.toolHeadFile:8710, oredict.toolHeadFileEnderium.name
gregtech:gt.meta.toolHeadFile:8711, oredict.toolHeadFileElectrumFlux.name
gregtech:gt.meta.toolHeadFile:8718, oredict.toolHeadFileBedrockHSLAAlloy.name
gregtech:gt.meta.toolHeadFile:8725, oredict.toolHeadFilePulsatingIron.name
gregtech:gt.meta.toolHeadFile:8726, oredict.toolHeadFileVibrantAlloy.name
gregtech:gt.meta.toolHeadFile:8727, oredict.toolHeadFileConductiveIron.name
gregtech:gt.meta.toolHeadFile:8728, oredict.toolHeadFileEnergeticAlloy.name
gregtech:gt.meta.toolHeadFile:8730, oredict.toolHeadFileElectricalSteel.name
gregtech:gt.meta.toolHeadFile:8731, oredict.toolHeadFileDarkSteel.name
gregtech:gt.meta.toolHeadFile:8732, oredict.toolHeadFileSoularium.name
gregtech:gt.meta.toolHeadFile:8750, oredict.toolHeadFileDesh.name
gregtech:gt.meta.toolHeadFile:8751, oredict.toolHeadFileDuranium.name
gregtech:gt.meta.toolHeadFile:8752, oredict.toolHeadFileTritanium.name
gregtech:gt.meta.toolHeadFile:8765, oredict.toolHeadFileCeruclase.name
gregtech:gt.meta.toolHeadFile:8766, oredict.toolHeadFileAtlarus.name
gregtech:gt.meta.toolHeadFile:8767, oredict.toolHeadFileOureclase.name
gregtech:gt.meta.toolHeadFile:8768, oredict.toolHeadFileKalendrite.name
gregtech:gt.meta.toolHeadFile:8769, oredict.toolHeadFileOrichalcum.name
gregtech:gt.meta.toolHeadFile:8770, oredict.toolHeadFileCarmot.name
gregtech:gt.meta.toolHeadFile:8771, oredict.toolHeadFileSanguinite.name
gregtech:gt.meta.toolHeadFile:8772, oredict.toolHeadFileVyroxeres.name
gregtech:gt.meta.toolHeadFile:8773, oredict.toolHeadFileEximite.name
gregtech:gt.meta.toolHeadFile:8774, oredict.toolHeadFilePrometheum.name
gregtech:gt.meta.toolHeadFile:8775, oredict.toolHeadFileIgnatius.name
gregtech:gt.meta.toolHeadFile:8776, oredict.toolHeadFileVulcanite.name
gregtech:gt.meta.toolHeadFile:8777, oredict.toolHeadFileInolashite.name
gregtech:gt.meta.toolHeadFile:8778, oredict.toolHeadFileHaderoth.name
gregtech:gt.meta.toolHeadFile:8779, oredict.toolHeadFileCelenegil.name
gregtech:gt.meta.toolHeadFile:8781, oredict.toolHeadFileDesichalkos.name
gregtech:gt.meta.toolHeadFile:8782, oredict.toolHeadFileTartarite.name
gregtech:gt.meta.toolHeadFile:8783, oredict.toolHeadFileAmordrine.name
gregtech:gt.meta.toolHeadFile:8790, oredict.toolHeadFileTrinitanium.name
gregtech:gt.meta.toolHeadFile:9101, oredict.toolHeadFileAlmandine.name
gregtech:gt.meta.toolHeadFile:9102, oredict.toolHeadFileAndradite.name
gregtech:gt.meta.toolHeadFile:9119, oredict.toolHeadFileGrossular.name
gregtech:gt.meta.toolHeadFile:9127, oredict.toolHeadFilePyrope.name
gregtech:gt.meta.toolHeadFile:9129, oredict.toolHeadFileSpessartine.name
gregtech:gt.meta.toolHeadFile:9135, oredict.toolHeadFileUvarovite.name
gregtech:gt.meta.toolHeadFile:9170, oredict.toolHeadFileGneiss.name
gregtech:gt.meta.toolHeadFile:9171, oredict.toolHeadFileGreenschist.name
gregtech:gt.meta.toolHeadFile:9173, oredict.toolHeadFileGreywacke.name
gregtech:gt.meta.toolHeadFile:9177, oredict.toolHeadFileKomatiite.name
gregtech:gt.meta.toolHeadFile:9178, oredict.toolHeadFileSiltstone.name
gregtech:gt.meta.toolHeadFile:9179, oredict.toolHeadFileRhyolite.name
gregtech:gt.meta.toolHeadFile:9180, oredict.toolHeadFileQuartzite.name
gregtech:gt.meta.toolHeadFile:9181, oredict.toolHeadFileMigmatite.name
gregtech:gt.meta.toolHeadFile:9184, oredict.toolHeadFileBlueschist.name
gregtech:gt.meta.toolHeadFile:9186, oredict.toolHeadFileChert.name
gregtech:gt.meta.toolHeadFile:9187, oredict.toolHeadFileDacite.name
gregtech:gt.meta.toolHeadFile:9188, oredict.toolHeadFileAndesite.name
gregtech:gt.meta.toolHeadFile:9190, oredict.toolHeadFileShale.name
gregtech:gt.meta.toolHeadFile:9191, oredict.toolHeadFileEclogite.name
gregtech:gt.meta.toolHeadRawChisel:40, oredict.toolHeadRawChiselBeryllium.name
gregtech:gt.meta.toolHeadRawChisel:130, oredict.toolHeadRawChiselAluminium.name
gregtech:gt.meta.toolHeadRawChisel:220, oredict.toolHeadRawChiselTitanium.name
gregtech:gt.meta.toolHeadRawChisel:240, oredict.toolHeadRawChiselChromium.name
gregtech:gt.meta.toolHeadRawChisel:250, oredict.toolHeadRawChiselManganese.name
gregtech:gt.meta.toolHeadRawChisel:260, oredict.toolHeadRawChiselIron.name
gregtech:gt.meta.toolHeadRawChisel:270, oredict.toolHeadRawChiselCobalt.name
gregtech:gt.meta.toolHeadRawChisel:278, oredict.toolHeadRawChiselCobalt60.name
gregtech:gt.meta.toolHeadRawChisel:280, oredict.toolHeadRawChiselNickel.name
gregtech:gt.meta.toolHeadRawChisel:290, oredict.toolHeadRawChiselCopper.name
gregtech:gt.meta.toolHeadRawChisel:420, oredict.toolHeadRawChiselMolybdenum.name
gregtech:gt.meta.toolHeadRawChisel:460, oredict.toolHeadRawChiselPalladium.name
gregtech:gt.meta.toolHeadRawChisel:470, oredict.toolHeadRawChiselSilver.name
gregtech:gt.meta.toolHeadRawChisel:600, oredict.toolHeadRawChiselNeodymium.name
gregtech:gt.meta.toolHeadRawChisel:740, oredict.toolHeadRawChiselTungsten.name
gregtech:gt.meta.toolHeadRawChisel:760, oredict.toolHeadRawChiselOsmium.name
gregtech:gt.meta.toolHeadRawChisel:770, oredict.toolHeadRawChiselIridium.name
gregtech:gt.meta.toolHeadRawChisel:780, oredict.toolHeadRawChiselPlatinum.name
gregtech:gt.meta.toolHeadRawChisel:790, oredict.toolHeadRawChiselGold.name
gregtech:gt.meta.toolHeadRawChisel:820, oredict.toolHeadRawChiselLead.name
gregtech:gt.meta.toolHeadRawChisel:830, oredict.toolHeadRawChiselBismuth.name
gregtech:gt.meta.toolHeadRawChisel:900, oredict.toolHeadRawChiselThorium.name
